ticket_id,customer_id,created_date,category,priority,status,resolution_time_hours,description
TKT-003537,CUST-04429,2025-11-03 11:00:00,billing,low,resolved,14.4,Request to change billing date to align with pay schedule.
TKT-003538,CUST-02046,2025-08-22 12:00:00,general,medium,resolved,30.4,General inquiry about contract renewal terms.
TKT-003539,CUST-02354,2025-12-09 09:00:00,cancellation,low,resolved,10.8,Cancellation request — customer relocating out of service area.
TKT-003540,CUST-01385,2025-10-30 17:00:00,general,medium,resolved,25.7,Customer requesting update to account contact information.
TKT-003541,CUST-03589,2025-09-20 14:00:00,general,medium,resolved,21.6,Request for copy of service agreement.
TKT-003542,CUST-03144,2025-09-01 08:00:00,technical,high,resolved,83.0,Router not connecting after power outage — needs reset instructions.
TKT-003543,CUST-02344,2025-01-22 18:00:00,technical,high,escalated,,Email service not syncing on mobile device.
TKT-003544,CUST-03721,2025-03-26 08:00:00,general,low,open,,Customer requesting update to account contact information.
TKT-003545,CUST-03006,2025-12-07 18:00:00,technical,low,resolved,95.8,DNS resolution failures reported across multiple devices.
TKT-003546,CUST-04418,2025-10-02 11:00:00,upgrade,high,resolved,23.0,Inquiry about bundle discount for adding mobile service.
TKT-003547,CUST-03419,2025-03-20 08:00:00,technical,low,resolved,6.5,DNS resolution failures reported across multiple devices.
TKT-003548,CUST-00210,2025-06-01 16:00:00,general,medium,escalated,,Customer asking about available loyalty rewards.
TKT-003549,CUST-01126,2025-10-02 16:00:00,technical,high,open,,DNS resolution failures reported across multiple devices.
TKT-003550,CUST-01764,2025-03-24 10:00:00,billing,medium,open,,Customer confused about taxes and surcharges on bill.
TKT-003551,CUST-00481,2025-12-26 15:00:00,technical,low,escalated,,Email service not syncing on mobile device.
TKT-003552,CUST-02593,2025-08-23 19:00:00,general,low,resolved,40.5,Customer requesting update to account contact information.
TKT-003553,CUST-00655,2025-12-20 16:00:00,cancellation,high,resolved,5.5,Account cancellation requested — switching to competitor.
TKT-003554,CUST-03177,2025-06-30 13:00:00,technical,medium,resolved,60.5,Customer unable to stream video — buffering issues during peak hours.
TKT-003555,CUST-03192,2025-10-17 15:00:00,general,medium,resolved,10.4,Request for copy of service agreement.
TKT-003556,CUST-03821,2025-09-23 17:00:00,cancellation,critical,resolved,5.6,Customer threatening to cancel unless given a better rate.
TKT-003557,CUST-03051,2025-09-04 16:00:00,technical,medium,resolved,2.8,Router not connecting after power outage — needs reset instructions.
TKT-003558,CUST-03752,2025-05-21 18:00:00,technical,high,resolved,56.5,Customer unable to stream video — buffering issues during peak hours.
TKT-003559,CUST-04807,2025-02-21 15:00:00,technical,high,resolved,2.6,Router not connecting after power outage — needs reset instructions.
TKT-003560,CUST-01324,2025-06-21 08:00:00,technical,low,escalated,,Email service not syncing on mobile device.
TKT-003561,CUST-00875,2025-09-29 08:00:00,upgrade,medium,resolved,63.3,Request to add international calling to phone plan.
TKT-003562,CUST-03821,2025-03-16 10:00:00,upgrade,high,open,,Customer exploring premium channel add-on options.
TKT-003563,CUST-02190,2025-07-10 11:00:00,cancellation,critical,escalated,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-003564,CUST-03001,2025-10-14 08:00:00,billing,low,resolved,35.9,Customer inquired about unexpected charge on their latest bill.
TKT-003565,CUST-04353,2025-02-23 08:00:00,cancellation,high,resolved,63.7,Account cancellation requested — switching to competitor.
TKT-003566,CUST-03112,2025-04-24 16:00:00,general,medium,escalated,,Customer inquiring about referral program benefits.
TKT-003567,CUST-02415,2025-03-24 13:00:00,technical,low,resolved,1.4,VoIP call quality degradation — choppy audio and latency.
TKT-003568,CUST-04780,2025-03-28 14:00:00,technical,medium,resolved,6.2,Router not connecting after power outage — needs reset instructions.
TKT-003569,CUST-03872,2025-03-12 17:00:00,cancellation,critical,open,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-003570,CUST-04334,2025-01-22 13:00:00,general,high,open,,Request for copy of service agreement.
TKT-003571,CUST-04120,2025-03-04 13:00:00,cancellation,high,open,,Customer wants to cancel service — moving to a new provider.
TKT-003572,CUST-03199,2025-01-11 09:00:00,technical,low,open,,VoIP call quality degradation — choppy audio and latency.
TKT-003573,CUST-02773,2025-07-29 11:00:00,cancellation,high,resolved,19.0,Account cancellation requested — switching to competitor.
TKT-003574,CUST-01031,2025-07-24 10:00:00,general,medium,resolved,13.3,Customer requesting update to account contact information.
TKT-003575,CUST-02165,2025-08-18 13:00:00,general,high,resolved,32.9,Request for copy of service agreement.
TKT-003576,CUST-02977,2025-01-05 19:00:00,cancellation,medium,open,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-003577,CUST-00020,2025-10-15 14:00:00,technical,medium,resolved,6.2,DNS resolution failures reported across multiple devices.
TKT-003578,CUST-01470,2025-10-25 12:00:00,technical,medium,resolved,10.6,Customer unable to stream video — buffering issues during peak hours.
TKT-003579,CUST-01930,2025-10-09 19:00:00,general,high,resolved,24.2,Customer inquiring about referral program benefits.
TKT-003580,CUST-04964,2025-07-03 18:00:00,general,low,resolved,10.0,Customer inquiring about referral program benefits.
TKT-003581,CUST-01547,2025-10-03 17:00:00,upgrade,medium,escalated,,Inquiry about adding streaming package to current plan.
TKT-003582,CUST-01692,2025-01-24 19:00:00,cancellation,critical,resolved,31.7,Customer frustrated with service quality and wants to terminate.
TKT-003583,CUST-00275,2025-12-21 12:00:00,general,medium,escalated,,Customer inquiring about referral program benefits.
TKT-003584,CUST-01659,2025-08-03 15:00:00,technical,low,resolved,3.1,Router not connecting after power outage — needs reset instructions.
TKT-003585,CUST-01770,2025-11-07 13:00:00,technical,medium,resolved,34.0,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-003586,CUST-00698,2025-06-25 11:00:00,cancellation,high,escalated,,Customer wants to cancel service — moving to a new provider.
TKT-003587,CUST-03669,2025-03-14 16:00:00,upgrade,medium,resolved,1.8,Request to add international calling to phone plan.
TKT-003588,CUST-02620,2025-07-02 12:00:00,billing,low,escalated,,Customer requesting breakdown of charges on monthly statement.
TKT-003589,CUST-01965,2025-07-05 14:00:00,billing,medium,resolved,17.7,Request to change billing date to align with pay schedule.
TKT-003590,CUST-00348,2025-04-11 10:00:00,technical,medium,escalated,,Intermittent internet connectivity — customer reports frequent drops.
TKT-003591,CUST-01941,2025-09-09 11:00:00,upgrade,medium,resolved,49.5,Inquiry about bundle discount for adding mobile service.
TKT-003592,CUST-01906,2025-06-26 14:00:00,cancellation,high,escalated,,Cancellation request — customer relocating out of service area.
TKT-003593,CUST-01192,2025-05-17 18:00:00,general,low,resolved,4.7,General inquiry about contract renewal terms.
TKT-003594,CUST-01966,2025-03-07 12:00:00,general,medium,resolved,0.5,Customer requesting update to account contact information.
TKT-003595,CUST-01378,2025-08-22 14:00:00,cancellation,critical,resolved,38.4,Customer frustrated with service quality and wants to terminate.
TKT-003596,CUST-02823,2025-06-13 11:00:00,technical,low,escalated,,Email service not syncing on mobile device.
TKT-003597,CUST-01633,2025-09-17 18:00:00,technical,low,resolved,8.9,Email service not syncing on mobile device.
TKT-003598,CUST-02054,2025-07-12 14:00:00,cancellation,critical,resolved,8.3,Cancellation request — customer relocating out of service area.
TKT-003599,CUST-04060,2025-11-13 09:00:00,general,medium,resolved,23.4,Question about service availability at a new address.
TKT-003600,CUST-00075,2025-04-03 15:00:00,cancellation,high,resolved,4.5,Customer threatening to cancel unless given a better rate.
TKT-003601,CUST-00937,2025-11-22 12:00:00,billing,critical,open,,Late fee dispute — customer says payment was submitted on time.
TKT-003602,CUST-01849,2025-08-21 19:00:00,technical,high,resolved,6.0,VoIP call quality degradation — choppy audio and latency.
TKT-003603,CUST-00532,2025-07-22 19:00:00,technical,low,open,,Customer unable to stream video — buffering issues during peak hours.
TKT-003604,CUST-01083,2025-09-25 19:00:00,technical,low,resolved,4.1,VoIP call quality degradation — choppy audio and latency.
TKT-003605,CUST-01041,2025-02-28 11:00:00,technical,critical,escalated,,Customer unable to stream video — buffering issues during peak hours.
TKT-003606,CUST-04407,2025-06-26 10:00:00,upgrade,medium,resolved,34.2,Request to add international calling to phone plan.
TKT-003607,CUST-00910,2025-03-10 15:00:00,technical,high,resolved,25.7,Slow download speeds not matching subscribed plan tier.
TKT-003608,CUST-04815,2025-06-14 15:00:00,technical,high,resolved,2.4,Customer unable to stream video — buffering issues during peak hours.
TKT-003609,CUST-00147,2025-11-17 13:00:00,upgrade,high,open,,Customer wants to upgrade from DSL to fiber optic service.
TKT-003610,CUST-01431,2025-12-17 12:00:00,general,low,open,,Request for copy of service agreement.
TKT-003611,CUST-01203,2025-09-30 16:00:00,general,medium,resolved,7.7,Question about service availability at a new address.
TKT-003612,CUST-03334,2025-09-30 09:00:00,general,medium,resolved,60.1,Customer asking about available loyalty rewards.
TKT-003613,CUST-01665,2025-09-01 17:00:00,technical,medium,open,,Slow download speeds not matching subscribed plan tier.
TKT-003614,CUST-01689,2025-10-04 11:00:00,general,critical,escalated,,Customer requesting update to account contact information.
TKT-003615,CUST-01854,2025-05-01 17:00:00,technical,high,resolved,10.4,Slow download speeds not matching subscribed plan tier.
TKT-003616,CUST-02755,2025-12-13 13:00:00,general,high,resolved,64.1,Customer requesting update to account contact information.
TKT-003617,CUST-00794,2025-12-18 12:00:00,general,medium,resolved,26.8,Customer requesting update to account contact information.
TKT-003618,CUST-00380,2025-03-28 11:00:00,cancellation,medium,escalated,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-003619,CUST-02889,2025-07-03 12:00:00,billing,medium,resolved,13.2,Customer requesting breakdown of charges on monthly statement.
TKT-003620,CUST-00536,2025-04-24 14:00:00,billing,medium,open,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-003621,CUST-00833,2025-05-18 12:00:00,general,medium,resolved,46.9,Request for copy of service agreement.
TKT-003622,CUST-01910,2025-04-19 11:00:00,cancellation,medium,escalated,,Customer threatening to cancel unless given a better rate.
TKT-003623,CUST-00327,2025-11-21 10:00:00,general,low,open,,Question about service availability at a new address.
TKT-003624,CUST-01112,2025-12-07 14:00:00,general,medium,resolved,29.9,Customer requesting update to account contact information.
TKT-003625,CUST-03541,2025-12-05 17:00:00,technical,medium,open,,DNS resolution failures reported across multiple devices.
TKT-003626,CUST-02649,2025-09-10 18:00:00,technical,medium,resolved,1.5,Email service not syncing on mobile device.
TKT-003627,CUST-00223,2025-05-16 16:00:00,billing,low,resolved,18.8,Customer asking about proration after mid-cycle plan change.
TKT-003628,CUST-02039,2025-06-03 08:00:00,cancellation,critical,escalated,,Customer threatening to cancel unless given a better rate.
TKT-003629,CUST-04193,2025-01-14 10:00:00,general,medium,resolved,15.4,Request for copy of service agreement.
TKT-003630,CUST-04562,2025-05-12 14:00:00,cancellation,high,resolved,16.1,Cancellation request — customer relocating out of service area.
TKT-003631,CUST-02522,2025-04-22 12:00:00,technical,low,resolved,3.9,DNS resolution failures reported across multiple devices.
TKT-003632,CUST-00624,2025-08-25 15:00:00,general,medium,resolved,3.2,Customer requesting update to account contact information.
TKT-003633,CUST-00113,2025-03-21 18:00:00,general,medium,resolved,28.8,Customer requesting update to account contact information.
TKT-003634,CUST-00288,2025-11-24 16:00:00,billing,medium,resolved,28.1,Customer requesting breakdown of charges on monthly statement.
TKT-003635,CUST-03960,2025-09-17 18:00:00,billing,high,resolved,0.7,Customer asking about proration after mid-cycle plan change.
TKT-003636,CUST-03609,2025-06-13 14:00:00,general,low,resolved,4.8,Customer requesting update to account contact information.
TKT-003637,CUST-04723,2025-02-05 08:00:00,general,medium,resolved,191.2,Question about service availability at a new address.
TKT-003638,CUST-03600,2025-10-28 08:00:00,billing,medium,resolved,11.3,Late fee dispute — customer says payment was submitted on time.
TKT-003639,CUST-01387,2025-10-18 13:00:00,upgrade,medium,resolved,6.4,Request to add international calling to phone plan.
TKT-003640,CUST-01026,2025-04-17 09:00:00,cancellation,high,escalated,,Customer threatening to cancel unless given a better rate.
TKT-003641,CUST-00628,2025-08-16 19:00:00,billing,medium,open,,Customer inquired about unexpected charge on their latest bill.
TKT-003642,CUST-00326,2025-08-21 16:00:00,technical,low,resolved,21.2,DNS resolution failures reported across multiple devices.
TKT-003643,CUST-03594,2025-07-15 12:00:00,general,low,resolved,18.0,Customer inquiring about referral program benefits.
TKT-003644,CUST-04928,2025-05-19 15:00:00,general,high,resolved,40.2,Customer asking about available loyalty rewards.
TKT-003645,CUST-02247,2025-06-06 18:00:00,billing,high,resolved,28.7,Request to change billing date to align with pay schedule.
TKT-003646,CUST-00991,2025-10-10 11:00:00,upgrade,medium,resolved,3.5,Request to add international calling to phone plan.
TKT-003647,CUST-03876,2025-05-02 19:00:00,general,medium,resolved,8.0,General inquiry about contract renewal terms.
TKT-003648,CUST-04787,2025-11-07 17:00:00,technical,low,resolved,16.4,Router not connecting after power outage — needs reset instructions.
TKT-003649,CUST-00405,2025-09-28 16:00:00,billing,medium,escalated,,Customer asking about proration after mid-cycle plan change.
TKT-003650,CUST-01175,2025-10-05 18:00:00,cancellation,medium,resolved,6.9,Account cancellation requested — switching to competitor.
TKT-003651,CUST-04177,2025-04-14 15:00:00,technical,medium,resolved,11.3,Customer unable to stream video — buffering issues during peak hours.
TKT-003652,CUST-03851,2025-10-05 12:00:00,billing,medium,open,,Customer inquired about unexpected charge on their latest bill.
TKT-003653,CUST-00398,2025-11-14 11:00:00,billing,medium,resolved,33.6,Payment processing error reported — double charge on credit card.
TKT-003654,CUST-04729,2025-02-21 08:00:00,general,low,resolved,1.5,Question about service availability at a new address.
TKT-003655,CUST-01781,2025-08-12 11:00:00,billing,high,resolved,8.6,Request to change billing date to align with pay schedule.
TKT-003656,CUST-01347,2025-06-01 12:00:00,billing,high,resolved,27.9,Late fee dispute — customer says payment was submitted on time.
TKT-003657,CUST-02609,2025-04-17 09:00:00,technical,high,open,,Email service not syncing on mobile device.
TKT-003658,CUST-03647,2025-02-16 10:00:00,cancellation,high,escalated,,Customer wants to cancel service — moving to a new provider.
TKT-003659,CUST-01916,2025-09-24 19:00:00,upgrade,medium,resolved,1.9,Inquiry about bundle discount for adding mobile service.
TKT-003660,CUST-04374,2025-05-29 14:00:00,general,high,open,,Customer asking about available loyalty rewards.
TKT-003661,CUST-01304,2025-02-22 15:00:00,billing,low,resolved,20.0,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-003662,CUST-01369,2025-04-20 17:00:00,technical,medium,open,,Email service not syncing on mobile device.
TKT-003663,CUST-01695,2025-03-07 19:00:00,upgrade,high,resolved,64.8,Inquiry about adding streaming package to current plan.
TKT-003664,CUST-01746,2025-01-11 09:00:00,general,high,resolved,1.7,General inquiry about contract renewal terms.
TKT-003665,CUST-04266,2025-05-16 19:00:00,cancellation,medium,resolved,29.7,Account cancellation requested — switching to competitor.
TKT-003666,CUST-01745,2025-05-29 17:00:00,billing,medium,resolved,5.8,Customer requesting breakdown of charges on monthly statement.
TKT-003667,CUST-01100,2025-01-26 09:00:00,general,low,resolved,45.7,Request for copy of service agreement.
TKT-003668,CUST-04206,2025-07-13 09:00:00,upgrade,medium,escalated,,Inquiry about bundle discount for adding mobile service.
TKT-003669,CUST-04084,2025-03-04 13:00:00,technical,medium,resolved,3.5,Router not connecting after power outage — needs reset instructions.
TKT-003670,CUST-01512,2025-10-30 18:00:00,general,critical,resolved,8.4,Question about service availability at a new address.
TKT-003671,CUST-00863,2025-11-23 11:00:00,upgrade,low,resolved,6.8,Inquiry about bundle discount for adding mobile service.
TKT-003672,CUST-00882,2025-12-02 11:00:00,billing,medium,escalated,,Payment processing error reported — double charge on credit card.
TKT-003673,CUST-03845,2025-06-29 15:00:00,billing,high,resolved,20.9,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-003674,CUST-01949,2025-12-10 08:00:00,upgrade,high,resolved,43.6,Customer exploring premium channel add-on options.
TKT-003675,CUST-04314,2025-07-11 08:00:00,technical,high,resolved,45.3,VoIP call quality degradation — choppy audio and latency.
TKT-003676,CUST-00548,2025-08-15 16:00:00,cancellation,critical,escalated,,Customer frustrated with service quality and wants to terminate.
TKT-003677,CUST-04022,2025-11-07 08:00:00,upgrade,medium,resolved,19.8,Customer wants to upgrade from DSL to fiber optic service.
TKT-003678,CUST-02693,2025-07-08 16:00:00,technical,critical,open,,DNS resolution failures reported across multiple devices.
TKT-003679,CUST-03976,2025-02-15 16:00:00,upgrade,medium,resolved,37.2,Inquiry about adding streaming package to current plan.
TKT-003680,CUST-01186,2025-10-31 11:00:00,upgrade,medium,resolved,125.9,Inquiry about adding streaming package to current plan.
TKT-003681,CUST-00877,2025-10-20 12:00:00,billing,low,resolved,4.8,Payment processing error reported — double charge on credit card.
TKT-003682,CUST-03941,2025-09-04 08:00:00,technical,low,resolved,24.6,Router not connecting after power outage — needs reset instructions.
TKT-003683,CUST-02351,2025-03-07 11:00:00,general,medium,escalated,,Request for copy of service agreement.
TKT-003684,CUST-00786,2025-02-08 10:00:00,upgrade,medium,resolved,15.7,Request to add international calling to phone plan.
TKT-003685,CUST-00574,2025-07-11 13:00:00,cancellation,high,escalated,,Account cancellation requested — switching to competitor.
TKT-003686,CUST-02875,2025-04-25 08:00:00,billing,medium,resolved,1.1,Customer inquired about unexpected charge on their latest bill.
TKT-003687,CUST-02911,2025-03-03 09:00:00,technical,medium,escalated,,Slow download speeds not matching subscribed plan tier.
TKT-003688,CUST-04366,2025-02-26 12:00:00,billing,critical,resolved,10.8,Customer requesting breakdown of charges on monthly statement.
TKT-003689,CUST-01798,2025-09-18 16:00:00,general,low,resolved,34.7,Request for copy of service agreement.
TKT-003690,CUST-03695,2025-01-20 12:00:00,cancellation,critical,open,,Account cancellation requested — switching to competitor.
TKT-003691,CUST-00347,2025-01-20 10:00:00,billing,medium,open,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-003692,CUST-04110,2025-01-05 08:00:00,billing,medium,resolved,13.9,Payment processing error reported — double charge on credit card.
TKT-003693,CUST-01506,2025-09-14 16:00:00,general,high,escalated,,Request for copy of service agreement.
TKT-003694,CUST-04822,2025-10-30 08:00:00,technical,critical,open,,Intermittent internet connectivity — customer reports frequent drops.
TKT-003695,CUST-02446,2025-01-23 18:00:00,technical,medium,resolved,48.2,Email service not syncing on mobile device.
TKT-003696,CUST-01589,2025-05-07 13:00:00,cancellation,critical,resolved,1.0,Account cancellation requested — switching to competitor.
TKT-003697,CUST-00217,2025-11-28 13:00:00,upgrade,medium,resolved,49.8,Customer exploring premium channel add-on options.
TKT-003698,CUST-03745,2025-02-22 09:00:00,billing,low,resolved,14.8,Customer asking about proration after mid-cycle plan change.
TKT-003699,CUST-01904,2025-06-26 08:00:00,technical,medium,escalated,,Email service not syncing on mobile device.
TKT-003700,CUST-01793,2025-12-09 12:00:00,technical,high,resolved,52.2,VoIP call quality degradation — choppy audio and latency.
TKT-003701,CUST-04202,2025-12-04 08:00:00,cancellation,high,resolved,8.6,Account cancellation requested — switching to competitor.
TKT-003702,CUST-01080,2025-07-17 15:00:00,cancellation,low,resolved,11.0,Account cancellation requested — switching to competitor.
TKT-003703,CUST-01246,2025-12-25 17:00:00,billing,low,resolved,16.2,Late fee dispute — customer says payment was submitted on time.
TKT-003704,CUST-04595,2025-01-27 11:00:00,cancellation,medium,open,,Customer frustrated with service quality and wants to terminate.
TKT-003705,CUST-02602,2025-05-21 09:00:00,upgrade,medium,resolved,112.0,Customer exploring premium channel add-on options.
TKT-003706,CUST-01530,2025-05-12 08:00:00,technical,medium,resolved,116.8,Slow download speeds not matching subscribed plan tier.
TKT-003707,CUST-00229,2025-12-15 16:00:00,upgrade,low,resolved,55.8,Inquiry about adding streaming package to current plan.
TKT-003708,CUST-04509,2025-03-01 13:00:00,technical,critical,resolved,43.2,Customer unable to stream video — buffering issues during peak hours.
TKT-003709,CUST-04160,2025-03-18 10:00:00,technical,high,resolved,20.3,Email service not syncing on mobile device.
TKT-003710,CUST-04953,2025-04-05 09:00:00,general,low,resolved,7.9,General inquiry about contract renewal terms.
TKT-003711,CUST-01464,2025-06-23 19:00:00,general,low,escalated,,Customer inquiring about referral program benefits.
TKT-003712,CUST-02279,2025-04-13 14:00:00,cancellation,critical,resolved,2.7,Account cancellation requested — switching to competitor.
TKT-003713,CUST-01522,2025-03-15 08:00:00,billing,critical,open,,Payment processing error reported — double charge on credit card.
TKT-003714,CUST-01605,2025-03-28 08:00:00,technical,medium,resolved,11.7,Intermittent internet connectivity — customer reports frequent drops.
TKT-003715,CUST-01922,2025-06-21 13:00:00,general,high,resolved,1.7,Customer requesting update to account contact information.
TKT-003716,CUST-04387,2025-11-05 18:00:00,upgrade,medium,open,,Customer interested in upgrading to a faster internet tier.
TKT-003717,CUST-00003,2025-04-06 15:00:00,technical,low,resolved,18.8,Slow download speeds not matching subscribed plan tier.
TKT-003718,CUST-01136,2025-07-22 11:00:00,cancellation,high,escalated,,Customer frustrated with service quality and wants to terminate.
TKT-003719,CUST-03091,2025-08-16 13:00:00,technical,medium,escalated,,Slow download speeds not matching subscribed plan tier.
TKT-003720,CUST-04402,2025-10-04 18:00:00,upgrade,low,open,,Inquiry about bundle discount for adding mobile service.
TKT-003721,CUST-03632,2025-06-18 18:00:00,general,low,resolved,85.2,General inquiry about contract renewal terms.
TKT-003722,CUST-00689,2025-09-10 15:00:00,cancellation,high,resolved,82.8,Customer wants to cancel service — moving to a new provider.
TKT-003723,CUST-02109,2025-06-19 11:00:00,cancellation,high,resolved,4.2,Account cancellation requested — switching to competitor.
TKT-003724,CUST-04074,2025-04-17 12:00:00,technical,low,escalated,,Intermittent internet connectivity — customer reports frequent drops.
TKT-003725,CUST-00016,2025-11-13 16:00:00,technical,low,resolved,52.7,DNS resolution failures reported across multiple devices.
TKT-003726,CUST-04154,2025-01-18 08:00:00,technical,low,resolved,20.3,Intermittent internet connectivity — customer reports frequent drops.
TKT-003727,CUST-01273,2025-06-11 14:00:00,technical,medium,open,,DNS resolution failures reported across multiple devices.
TKT-003728,CUST-02964,2025-03-14 12:00:00,billing,medium,resolved,38.2,Customer inquired about unexpected charge on their latest bill.
TKT-003729,CUST-02676,2025-03-10 18:00:00,general,low,resolved,26.8,General inquiry about contract renewal terms.
TKT-003730,CUST-04710,2025-06-10 10:00:00,upgrade,medium,resolved,52.2,Customer interested in upgrading to a faster internet tier.
TKT-003731,CUST-02076,2025-12-03 10:00:00,billing,medium,resolved,80.0,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-003732,CUST-04201,2025-11-19 18:00:00,general,high,resolved,18.3,Request for copy of service agreement.
TKT-003733,CUST-03685,2025-07-12 12:00:00,billing,low,resolved,20.8,Payment processing error reported — double charge on credit card.
TKT-003734,CUST-00065,2025-11-20 13:00:00,billing,medium,resolved,85.4,Late fee dispute — customer says payment was submitted on time.
TKT-003735,CUST-04966,2025-06-21 16:00:00,billing,low,resolved,13.5,Request to change billing date to align with pay schedule.
TKT-003736,CUST-04246,2025-08-01 19:00:00,billing,critical,escalated,,Customer inquired about unexpected charge on their latest bill.
TKT-003737,CUST-02489,2025-10-29 10:00:00,technical,low,escalated,,Slow download speeds not matching subscribed plan tier.
TKT-003738,CUST-00042,2025-04-07 08:00:00,cancellation,high,resolved,2.9,Customer threatening to cancel unless given a better rate.
TKT-003739,CUST-02041,2025-09-21 16:00:00,technical,medium,escalated,,Email service not syncing on mobile device.
TKT-003740,CUST-02157,2025-09-07 14:00:00,billing,medium,resolved,64.4,Customer asking about proration after mid-cycle plan change.
TKT-003741,CUST-01511,2025-01-12 14:00:00,billing,low,resolved,40.3,Request to change billing date to align with pay schedule.
TKT-003742,CUST-03451,2025-09-03 14:00:00,billing,low,resolved,70.0,Customer inquired about unexpected charge on their latest bill.
TKT-003743,CUST-02699,2025-01-24 11:00:00,technical,medium,resolved,37.6,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-003744,CUST-02931,2025-12-04 19:00:00,technical,high,resolved,7.6,Email service not syncing on mobile device.
TKT-003745,CUST-02890,2025-10-21 11:00:00,upgrade,high,resolved,11.5,Request to add international calling to phone plan.
TKT-003746,CUST-02873,2025-04-02 18:00:00,billing,low,resolved,27.2,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-003747,CUST-04215,2025-11-13 11:00:00,cancellation,high,resolved,32.0,Requesting cancellation due to pricing — found cheaper alternative.
TKT-003748,CUST-00861,2025-01-26 09:00:00,general,low,resolved,6.4,Question about service availability at a new address.
TKT-003749,CUST-01518,2025-12-30 11:00:00,cancellation,medium,resolved,3.8,Account cancellation requested — switching to competitor.
TKT-003750,CUST-01656,2025-01-26 17:00:00,billing,high,resolved,28.9,Late fee dispute — customer says payment was submitted on time.
TKT-013126,CUST-03355,2025-02-11 19:00:00,technical,low,resolved,24.4,Email service not syncing on mobile device.
TKT-013127,CUST-01850,2025-02-04 17:00:00,technical,medium,escalated,,DNS resolution failures reported across multiple devices.
TKT-013128,CUST-03909,2025-12-05 19:00:00,technical,medium,resolved,52.1,Email service not syncing on mobile device.
TKT-013129,CUST-04789,2025-10-01 10:00:00,billing,critical,resolved,26.5,Customer requesting breakdown of charges on monthly statement.
TKT-013130,CUST-02526,2025-05-10 10:00:00,billing,low,resolved,0.8,Late fee dispute — customer says payment was submitted on time.
TKT-013131,CUST-01013,2025-10-11 08:00:00,general,medium,resolved,54.6,Customer requesting update to account contact information.
TKT-013132,CUST-02526,2025-09-16 10:00:00,cancellation,medium,resolved,36.7,Customer frustrated with service quality and wants to terminate.
TKT-013133,CUST-00897,2025-10-13 09:00:00,billing,medium,resolved,3.6,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-013134,CUST-01850,2025-01-20 18:00:00,billing,low,resolved,37.6,Late fee dispute — customer says payment was submitted on time.
TKT-013135,CUST-01737,2025-03-30 18:00:00,billing,low,open,,Late fee dispute — customer says payment was submitted on time.
TKT-013136,CUST-00745,2025-12-19 12:00:00,general,low,resolved,4.0,Request for copy of service agreement.
TKT-013137,CUST-04189,2025-01-30 12:00:00,general,high,resolved,110.2,Customer inquiring about referral program benefits.
TKT-013138,CUST-01554,2025-03-07 13:00:00,technical,medium,resolved,54.7,DNS resolution failures reported across multiple devices.
TKT-013139,CUST-00263,2025-04-04 13:00:00,general,high,resolved,8.8,Customer requesting update to account contact information.
TKT-013140,CUST-04820,2025-02-09 15:00:00,technical,high,resolved,39.3,Intermittent internet connectivity — customer reports frequent drops.
TKT-013141,CUST-04142,2025-11-16 11:00:00,technical,high,resolved,39.5,Slow download speeds not matching subscribed plan tier.
TKT-013142,CUST-04957,2025-09-21 08:00:00,technical,medium,resolved,9.5,Router not connecting after power outage — needs reset instructions.
TKT-013143,CUST-04851,2025-08-27 15:00:00,billing,high,open,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-013144,CUST-03383,2025-05-10 17:00:00,upgrade,low,resolved,41.7,Customer interested in upgrading to a faster internet tier.
TKT-013145,CUST-01864,2025-04-12 17:00:00,billing,medium,resolved,48.0,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-013146,CUST-02796,2025-04-20 11:00:00,technical,low,resolved,5.8,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-013147,CUST-04286,2025-10-16 15:00:00,upgrade,medium,resolved,16.6,Customer interested in upgrading to a faster internet tier.
TKT-013148,CUST-02041,2025-07-20 14:00:00,upgrade,low,resolved,54.6,Customer interested in upgrading to a faster internet tier.
TKT-013149,CUST-04157,2025-12-06 14:00:00,upgrade,medium,resolved,22.5,Inquiry about bundle discount for adding mobile service.
TKT-013150,CUST-02683,2025-10-07 08:00:00,general,high,escalated,,Request for copy of service agreement.
TKT-013151,CUST-01801,2025-02-13 14:00:00,general,medium,resolved,31.9,Customer inquiring about referral program benefits.
TKT-013152,CUST-04915,2025-09-17 19:00:00,cancellation,critical,resolved,15.2,Account cancellation requested — switching to competitor.
